Item,Classe,demand_class,commercial_class,policy_cluster,production_level,inventory_model,SS,ROP,EOQ,s,S,avg_monthly,std_monthly,ADI,CV2,D_annual,n_clientes,n_pedidos
302332,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1979.43,2083.97,1186.61,2083.97,3270.58,409.42,894.61,3.4286,4.7746,4913.0,6,13
302333,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,12.5,59.95,24.0,23.0,150.0,1,1
302334,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",898.56,941.77,762.94,941.77,1704.71,169.25,450.0,6.0,7.0693,2031.0,2,5
302335,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,53.0,254.18,24.0,23.0,636.0,1,1
302337,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1705.87,1871.4,1493.17,1871.4,3364.57,648.29,614.98,1.3333,0.8999,7779.5,15,32
302338,30,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,288.75,392.93,1184.62,392.93,1577.55,408.04,345.58,1.2632,0.7173,4896.5,15,25
302339,30,erratic,high_volume_many_clients,MTS,finished_products,EOQ-ROP,832.12,1058.9,1747.72,1058.9,2806.62,888.17,996.83,1.2632,1.2597,10658.0,17,42
302340,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1054.38,1121.12,948.18,1121.12,2069.31,261.42,432.9,2.4,2.7422,3137.0,9,16
302341,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",300.94,315.02,435.41,315.02,750.43,55.12,160.1,8.0,8.4348,661.5,3,3
302342,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",246.35,257.91,394.67,257.91,652.58,45.29,177.34,12.0,15.3306,543.5,3,3
302343,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",662.61,700.01,709.81,700.01,1409.83,146.5,286.77,3.0,3.8316,1758.0,5,10
302344,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",868.66,916.07,799.17,916.07,1715.25,185.71,383.59,3.4286,4.2664,2228.5,4,8
302345,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2309.95,2513.78,1656.94,2513.78,4170.71,798.29,856.28,1.4118,1.1506,9579.5,18,41
302346,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",3388.26,3614.15,1744.27,3614.15,5358.42,884.67,1365.16,1.5,2.3813,10616.0,16,34
302347,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",838.97,892.52,849.24,892.52,1741.76,209.71,343.39,3.0,2.6813,2516.5,3,8
302348,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1265.79,1365.53,1159.06,1365.53,2524.59,390.62,484.47,1.8462,1.5382,4687.5,11,21
302351,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,81.17,181.93,6.0,5.0242,974.0,1,5
302353,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",686.64,721.94,689.54,721.94,1411.48,138.25,317.34,6.0,5.2689,1659.0,2,4
302356,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,148.62,520.92,12.0,12.2844,1783.5,1,3
302357,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",337.33,353.01,459.59,353.01,812.6,61.42,232.88,12.0,14.3775,737.0,2,3
302358,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",620.54,649.32,622.59,649.32,1271.91,112.71,423.1,8.0,14.0918,1352.5,4,5
302359,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1418.6,1525.58,1200.36,1525.58,2725.93,418.96,549.87,1.8462,1.7226,5027.5,6,15
302360,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",562.74,603.38,739.86,603.38,1343.24,159.17,220.95,2.4,1.927,1910.0,8,12
302362,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",730.76,767.93,707.59,767.93,1475.52,145.58,341.1,4.8,5.4895,1747.0,5,6
302364,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1288.35,1347.44,892.12,1347.44,2239.56,231.42,803.98,6.0,12.0698,2777.0,4,6
302365,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2397.78,2530.55,1337.24,2530.55,3867.79,519.96,1049.48,3.4286,4.0739,6239.5,8,16
302366,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",464.53,488.27,565.54,488.27,1053.82,93.0,215.81,4.8,5.3847,1116.0,4,6
302367,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,28.58,137.08,24.0,23.0,343.0,1,1
302368,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",837.93,878.01,734.71,878.01,1612.72,156.96,643.57,8.0,16.8122,1883.5,3,3
302369,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",599.51,631.56,657.08,631.56,1288.65,125.54,268.49,4.8,4.5737,1506.5,4,7
302370,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",482.85,507.17,572.34,507.17,1079.52,95.25,227.63,6.0,5.7113,1143.0,3,4
302371,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1022.95,1073.72,826.93,1073.72,1900.65,198.83,490.25,3.4286,6.0795,2386.0,7,12
302375,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2663.1,2857.93,1619.94,2857.93,4477.87,763.04,1041.55,2.0,1.8632,9156.5,10,27
302376,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1094.82,1179.74,1069.49,1179.74,2249.22,332.58,420.92,1.7143,1.6017,3991.0,13,22
302377,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",517.85,544.34,597.34,544.34,1141.68,103.75,240.42,6.0,5.3701,1245.0,2,4
302378,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,25.46,85.59,12.0,11.3024,305.5,1,2
302379,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1389.23,1499.38,1218.01,1499.38,2717.39,431.38,530.78,1.8462,1.514,5176.5,14,21
302380,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",346.71,365.17,498.62,365.17,863.79,72.29,155.76,4.8,4.6422,867.5,2,7
302383,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1442.32,1558.42,1250.52,1558.42,2808.95,454.71,548.7,1.8462,1.4561,5456.5,7,18
302384,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1336.09,1418.92,1056.27,1418.92,2475.19,324.42,553.13,3.4286,2.907,3893.0,7,13
302385,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",156.66,163.84,311.01,163.84,474.84,28.12,93.91,12.0,11.1481,337.5,2,2
302386,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1127.28,1195.35,957.51,1195.35,2152.85,266.58,471.94,3.0,3.134,3199.0,9,11
302387,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1168.12,1231.71,925.47,1231.71,2157.17,249.04,516.76,4.0,4.3056,2988.5,6,9
302389,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",562.16,594.4,658.93,594.4,1253.33,126.25,241.25,4.0,3.6515,1515.0,2,8
302390,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",294.07,309.02,448.86,309.02,757.88,58.58,137.27,4.8,5.4903,703.0,5,6
302391,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,21.04,100.91,24.0,23.0,252.5,1,1
302394,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1217.64,1282.44,934.25,1282.44,2216.69,253.79,547.17,4.8,4.6483,3045.5,6,9
302396,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",705.49,747.69,753.87,747.69,1501.56,165.25,296.62,3.4286,3.2219,1983.0,5,10
302397,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",626.55,658.35,654.46,658.35,1312.81,124.54,293.1,4.8,5.5388,1494.5,5,7
302401,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,97.38,218.86,6.0,5.0516,1168.5,1,4
302402,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",529.19,557.65,619.13,557.65,1176.78,111.46,236.03,4.8,4.4846,1337.5,3,6
302403,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,144.38,521.71,12.0,13.0582,1732.5,1,2
302404,30,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",3777.6,3956.72,1553.29,3956.72,5510.01,701.54,1942.62,6.0,7.6678,8418.5,1,5
302406,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,88.62,294.88,12.0,11.0705,1063.5,1,2
302408,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",872.64,914.52,751.11,914.52,1665.63,164.04,438.51,6.0,7.1457,1968.5,2,5
302409,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,28.42,136.28,24.0,23.0,341.0,1,1
302411,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,26.79,128.49,24.0,23.0,321.5,1,1
302413,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,45.46,151.56,12.0,11.1154,545.5,1,2
302414,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",353.72,371.28,486.25,371.28,857.53,68.75,169.53,6.0,6.0807,825.0,3,4
302415,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",937.22,980.93,767.25,980.93,1748.17,171.17,502.94,6.0,8.6335,2054.0,3,6
302416,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,47.79,229.2,24.0,23.0,573.5,1,2
302417,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",120.81,127.29,295.41,127.29,422.7,25.38,121.69,24.0,23.0,304.5,2,2
302418,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,54.62,181.2,12.0,11.0037,655.5,1,2
302419,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",224.42,234.78,373.59,234.78,608.38,40.58,149.08,12.0,13.4936,487.0,2,2
302421,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,84.29,404.25,24.0,23.0,1011.5,1,1
302425,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,136.75,320.61,6.0,5.4968,1641.0,1,4
302426,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,50.04,125.05,6.0,6.2444,600.5,1,4
302427,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,25.83,123.89,24.0,23.0,310.0,1,1
302430,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,28.12,93.81,12.0,11.1254,337.5,1,2
302434,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",6565.78,6909.84,2152.73,6909.84,9062.57,1347.5,2985.58,4.0,4.9091,16170.0,2,13
302435,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",1780.7,1887.22,1197.85,1887.22,3085.07,417.21,748.59,3.0,3.2195,5006.5,2,10
302437,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,298.0,991.27,12.0,11.0649,3576.0,1,2
302439,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",258.48,272.34,432.11,272.34,704.45,54.29,115.51,4.8,4.5266,651.5,2,5
302441,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,125.42,354.54,8.0,7.9913,1505.0,1,3
302442,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,36.58,121.41,12.0,11.014,439.0,1,2
302443,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,41.12,197.23,24.0,23.0,493.5,1,1
302444,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",324.26,339.15,447.9,339.15,787.05,58.33,206.49,12.0,12.5306,700.0,2,2
302445,30,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",7479.95,7900.85,2381.03,7900.85,10281.88,1648.46,3243.11,3.4286,3.8705,19781.5,1,11
302448,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,42.25,202.62,24.0,23.0,507.0,1,1
302450,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2464.28,2609.35,1397.86,2609.35,4007.21,568.17,1043.73,2.6667,3.3747,6818.0,2,14
302452,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",158.6,165.9,313.53,165.9,479.43,28.58,102.72,12.0,12.9144,343.0,2,2
302453,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,12.12,58.15,24.0,23.0,145.5,1,1
302454,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,16.71,80.13,24.0,23.0,200.5,1,1
302455,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,33.62,94.81,8.0,7.9495,403.5,1,3
302456,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",720.29,756.48,698.11,756.48,1454.59,141.71,340.53,6.0,5.7746,1700.5,2,4
302465,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,142.71,440.04,8.0,9.5079,1712.5,1,3
302466,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,166.33,539.59,8.0,10.5239,1996.0,1,4
302467,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",135.27,142.32,308.0,142.32,450.31,27.58,128.18,12.0,21.5937,331.0,2,2
302468,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,105.21,280.52,8.0,7.1093,1262.5,1,3
302469,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",460.96,482.33,536.42,482.33,1018.74,83.67,313.19,12.0,14.012,1004.0,2,3
302470,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,128.33,305.48,6.0,5.6663,1540.0,1,5
302471,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,103.17,249.16,6.0,5.8329,1238.0,1,4
302472,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,168.29,317.83,4.0,3.5668,2019.5,1,6
302473,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,63.38,222.19,12.0,12.2916,760.5,1,2
302474,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,50.5,242.19,24.0,23.0,606.0,1,1
302476,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",438.18,458.68,525.48,458.68,984.17,80.29,232.83,8.0,8.4091,963.5,2,3
302478,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,22.12,106.11,24.0,23.0,265.5,1,1
302480,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",136.95,143.23,290.77,143.23,433.99,24.58,82.85,12.0,11.3587,295.0,2,2
302483,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1703.85,1787.41,1060.88,1787.41,2848.29,327.25,828.89,4.8,6.4155,3927.0,6,10
302489,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",423.36,445.7,548.57,445.7,994.27,87.5,191.45,4.8,4.7876,1050.0,2,5
302491,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,245.0,439.36,4.0,3.216,2940.0,1,6
302492,30,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",2575.37,2693.43,1261.02,2693.43,3954.45,462.38,1532.71,6.0,10.9884,5548.5,1,4
302493,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,338.12,758.31,4.8,5.0297,4057.5,1,6
302494,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,62.21,218.06,12.0,12.2873,746.5,1,2
302495,30,lumpy,high_volume_few_clients,Dynamic,finished_products,"(s,S)",3270.74,3464.52,1615.6,3464.52,5080.12,758.96,1381.11,4.0,3.3115,9107.5,1,7
302496,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,48.17,144.57,8.0,9.009,578.0,1,3
302498,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",623.03,657.25,678.96,657.25,1336.21,134.04,274.02,3.4286,4.179,1608.5,6,11
302499,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,41.71,200.03,24.0,23.0,500.5,1,1
302500,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,41.29,198.03,24.0,23.0,495.5,1,1
302501,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,41.38,198.43,24.0,23.0,496.5,1,1
302502,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,44.88,150.26,12.0,11.2116,538.5,1,2
302503,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,51.5,246.99,24.0,23.0,618.0,1,1
302504,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,40.0,191.83,24.0,23.0,480.0,1,1
302508,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,49.88,239.19,24.0,23.0,598.5,1,1
302510,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,101.29,288.13,8.0,8.0917,1215.5,1,3
302511,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,43.0,206.22,24.0,23.0,516.0,1,1
302516,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",592.91,620.08,604.96,620.08,1225.05,106.42,361.83,12.0,11.5606,1277.0,2,2
302519,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,42.17,202.22,24.0,23.0,506.0,1,1
302520,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,63.38,303.94,24.0,23.0,760.5,1,1
302521,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,51.96,249.18,24.0,23.0,623.5,1,1
302522,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,114.21,547.72,24.0,23.0,1370.5,1,1
302523,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,147.5,707.39,24.0,23.0,1770.0,1,1
302528,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,62.12,297.94,24.0,23.0,745.5,1,1
302529,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,59.58,285.75,24.0,23.0,715.0,1,1
302530,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,41.62,147.56,12.0,12.567,499.5,1,2
302531,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,29.25,110.88,12.0,14.3697,351.0,1,2
302532,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,40.67,195.03,24.0,23.0,488.0,1,1
302533,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,31.08,111.7,12.0,12.9149,373.0,1,2
302534,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,37.46,124.51,12.0,11.0482,449.5,1,2
302535,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,40.67,195.03,24.0,23.0,488.0,1,1
302536,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,51.67,247.78,24.0,23.0,620.0,1,1
302537,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,22.46,107.71,24.0,23.0,269.5,1,1
302539,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,50.17,187.84,12.0,14.02,602.0,1,2
302540,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,156.92,752.55,24.0,23.0,1883.0,1,1
302541,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",767.43,802.63,688.6,802.63,1491.23,137.88,450.61,8.0,10.6816,1654.5,2,4
302542,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",443.84,464.21,523.71,464.21,987.92,79.75,278.41,12.0,12.1871,957.0,2,3
302543,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,169.71,665.27,12.0,15.3668,2036.5,1,3
302545,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,51.62,247.58,24.0,23.0,619.5,1,1
302546,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,50.29,175.63,12.0,12.1957,603.5,1,2
302547,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,92.42,268.27,8.0,8.4266,1109.0,1,3
302548,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1120.65,1189.46,962.73,1189.46,2152.19,269.5,465.79,3.4286,2.9872,3234.0,2,10
302550,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",644.72,674.28,630.94,674.28,1305.21,115.75,384.0,12.0,11.006,1389.0,2,4
302551,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",307.65,322.45,446.46,322.45,768.91,57.96,154.02,8.0,7.0619,695.5,2,4
302552,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",776.01,811.58,692.13,811.58,1503.71,139.29,474.79,12.0,11.6186,1671.5,2,3
302553,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1233.78,1290.48,873.94,1290.48,2164.43,222.08,709.69,8.0,10.212,2665.0,2,4
302554,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",671.77,702.75,645.97,702.75,1348.73,121.33,442.8,12.0,13.3186,1456.0,2,2
302559,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,206.71,442.28,4.8,4.578,2480.5,1,6
302560,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,39.17,187.84,24.0,23.0,470.0,1,1
302561,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",767.91,806.42,720.23,806.42,1526.65,150.83,363.68,6.0,5.8135,1810.0,2,5
302563,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1231.22,1300.86,968.52,1300.86,2269.38,272.75,532.28,4.0,3.8085,3273.0,2,9
302564,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,52.17,250.18,24.0,23.0,626.0,1,1
302565,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",299.87,313.88,434.42,313.88,748.3,54.88,159.9,8.0,8.4908,658.5,2,3
302566,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2838.8,2969.11,1324.86,2969.11,4293.97,510.38,1652.15,8.0,10.479,6124.5,2,8
302567,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2290.73,2405.51,1243.34,2405.51,3648.85,449.5,1086.04,4.8,5.8376,5394.0,2,7
302568,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1091.63,1141.77,821.8,1141.77,1963.58,196.38,631.28,8.0,10.3342,2356.5,2,5
302569,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,188.08,484.11,6.0,6.6249,2257.0,1,4
302570,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",513.75,537.57,566.43,537.57,1104.0,93.29,281.4,8.0,9.0982,1119.5,2,4
302571,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",351.02,367.14,466.09,367.14,833.23,63.17,224.55,12.0,12.6374,758.0,2,2
302572,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,57.21,274.36,24.0,23.0,686.5,1,1
302573,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,91.08,436.82,24.0,23.0,1093.0,1,1
302574,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,214.33,715.19,12.0,11.1342,2572.0,1,3
302575,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",594.93,625.28,639.4,625.28,1264.68,118.88,276.89,6.0,5.4252,1426.5,2,4
302576,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",1826.86,1917.72,1106.24,1917.72,3023.95,355.83,873.38,6.0,6.0243,4270.0,3,7
302577,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,65.79,315.53,24.0,23.0,789.5,1,1
302578,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,176.12,479.44,8.0,7.41,2113.5,1,3
302579,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,21.96,105.31,24.0,23.0,263.5,1,1
302580,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,50.25,240.99,24.0,23.0,603.0,1,1
302582,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,28.17,135.08,24.0,23.0,338.0,1,1
302583,30,lumpy,low_volume_many_clients,Dynamic,finished_products,"(s,S)",549.89,575.75,590.22,575.75,1165.97,101.29,398.81,12.0,15.502,1215.5,2,2
302584,30,lumpy,high_volume_many_clients,Dynamic,finished_products,"(s,S)",2485.41,2611.0,1300.63,2611.0,3911.62,491.88,1167.77,4.0,5.6364,5902.5,2,12
302585,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,97.38,323.41,12.0,11.0311,1168.5,1,2
302586,30,lumpy,low_volume_few_clients,MTO,raw_material,,0.0,0.0,0.0,0.0,0.0,100.42,481.58,24.0,23.0,1205.0,1,2
